Variables = x, y, u, v, w, p

Zone, I=81, F=POINT
           1            0            0            0            0    0.0703273 
     0.99808      0.00023            0            0            0            0 
     0.99243      0.00104            0            0            0            0 
     0.98327      0.00251   0.00517849 -0.000855556   0.00244532    0.0851903 
     0.97083      0.00464 -0.000140002  4.28978e-05  0.000341847    0.0696376 
     0.95526      0.00738 -0.000419181  7.24048e-05   1.8034e-05  -0.00159555 
     0.93671      0.01073  -3.6371e-05   7.6413e-06  6.86196e-06    -0.063846 
     0.91539       0.0147  6.21782e-05 -1.19337e-05  1.17025e-05    0.0625134 
     0.89155      0.01924            0            0            0   0.00258987 
     0.86543      0.02431            0            0            0    -0.100061 
     0.83728      0.02981  3.06061e-05 -6.13137e-06 -1.91882e-05   -0.0708366 
     0.80738      0.03565  2.91449e-06 -5.73017e-07   2.2048e-06  -0.00386902 
     0.77601      0.04169            0            0            0    -0.243423 
     0.74337       0.0477            0            0            0    -0.159628 
     0.70958      0.05354            0            0            0     -0.19423 
     0.67484       0.0592  8.74257e-06 -1.41723e-06 -4.67446e-06    -0.155345 
     0.63934      0.06454  5.51657e-08 -3.22762e-08 -6.08185e-08    -0.240762 
     0.60327      0.06949            0            0            0    -0.448182 
     0.56688      0.07399  8.17171e-06 -9.53465e-07 -4.99051e-06    -0.248011 
     0.53032      0.07791 -1.14009e-05  1.06184e-06  1.18352e-05    -0.446775 
     0.49374      0.08125            0            0            0    -0.356724 
      0.4574      0.08391            0            0            0    -0.552116 
     0.42142      0.08584            0            0            0    -0.475961 
     0.38601      0.08706            0            0            0    -0.596337 
     0.35133      0.08749 -9.17751e-06 -8.09569e-08  5.96092e-06    -0.616293 
     0.31754      0.08713  8.72321e-07  2.42114e-08 -2.15488e-07    -0.619023 
     0.28483      0.08599 -4.29758e-07 -1.32881e-08  2.22659e-07    -0.691329 
     0.25332      0.08404  6.11308e-06  4.95228e-07 -2.40039e-06    -0.636371 
     0.22311      0.08132 -7.83316e-06 -8.30475e-07  5.38566e-06    -0.812635 
      0.1944      0.07787  2.52414e-06  2.54491e-07 -6.18791e-07    -0.741471 
     0.16729       0.0737  7.30027e-10   7.8423e-11   9.1552e-10    -0.800797 
     0.14189      0.06891            0            0            0    -0.842013 
     0.11833      0.06352            0            0            0    -0.871415 
     0.09668       0.0576  1.70891e-06  5.03934e-07 -4.49491e-08    -0.910435 
     0.07705      0.05125            0            0            0    -0.957932 
     0.05952      0.04455            0            0            0     -1.00507 
     0.04413      0.03761            0            0            0     -1.05648 
     0.03097      0.03054            0            0            0     -1.11253 
     0.02008      0.02346            0            0            0     -1.16637 
     0.01148      0.01655            0            0            0     -1.24714 
     0.00524      0.00998            0            0            0     -1.30383 
     0.00139      0.00398    0.0008003   0.00154095  8.47611e-10     -1.48121 
       7e-05     -0.00091            0            0            0      -1.5411 
     0.00214     -0.00493 -0.000644155  0.000707953 -1.75663e-09   -0.0042716 
     0.00762     -0.00871            0            0            0     0.458041 
     0.01587     -0.01193            0            0            0     0.499841 
      0.0272     -0.01436            0            0            0     0.448885 
     0.04175      -0.0162            0            0            0     0.396831 
     0.05938     -0.01763  5.19305e-09 -3.12632e-10  7.11839e-15     0.351204 
     0.07995      -0.0187            0            0            0     0.313925 
     0.10333     -0.01944            0            0            0     0.283164 
     0.12935     -0.01989  2.26567e-07 -2.80603e-09 -7.82971e-12     0.257785 
     0.15784     -0.02009            0            0            0     0.236092 
     0.18857     -0.02006            0            0            0     0.217387 
     0.22132      -0.0198  7.45986e-08  8.65656e-10 -2.54374e-11     0.201001 
      0.2559     -0.01927  2.98474e-07  5.63399e-09  2.43378e-11     0.187714 
     0.29218     -0.01849            0            0            0     0.177443 
     0.32993     -0.01757            0            0            0      0.16825 
     0.36889     -0.01656            0            0            0       0.1599 
     0.40878     -0.01551  5.70517e-05  1.49681e-06  5.19158e-08     0.152044 
     0.44933     -0.01445  1.56784e-07  4.09115e-09  3.35021e-10     0.144393 
     0.49021     -0.01338            0            0            0     0.137247 
     0.53116      -0.0123  7.52163e-06  1.98488e-07  4.17723e-09     0.130724 
     0.57188     -0.01123  5.70887e-06  1.49079e-07 -5.08476e-09      0.12466 
     0.61212     -0.01018            0            0            0     0.118778 
      0.6516     -0.00914  6.83972e-07  1.80571e-08 -7.63439e-10     0.113512 
     0.69009     -0.00813            0            0            0     0.108593 
     0.72734     -0.00716            0            0            0     0.103696 
     0.76303     -0.00622            0            0            0    0.0997547 
     0.79681     -0.00533            0            0            0    0.0964991 
     0.82841      -0.0045            0            0            0    0.0925106 
     0.85793     -0.00373            0            0            0    0.0889685 
     0.88544     -0.00301  4.94233e-05  1.29135e-06  1.14694e-06     0.085626 
     0.91063     -0.00235            0            0            0    0.0838503 
     0.93322     -0.00175            0            0            0    0.0715844 
     0.95293     -0.00124  0.000547074  1.21869e-05 -2.97077e-05    0.0895639 
     0.96949      -0.0008            0            0            0    0.0620566 
     0.98266     -0.00046   0.00117962  2.38774e-05  9.53893e-05    0.0543469 
     0.99224      -0.0002  1.08141e-05 -3.48773e-07  1.47759e-05    0.0728788 
     0.99805       -5e-05  0.000200889 -7.68045e-06    0.0010928    0.0755531 
           1            0            0            0            0    0.0703273 
