Variables = x, y, u, v, p

Zone, I=81, F=POINT
           1            0            0            0    0.0380577 
     0.99808      0.00023            0            0            0 
     0.99243      0.00104            0            0            0 
     0.98327      0.00251  -0.00596433  0.000966798     -0.13174 
     0.97083      0.00464 -0.000784977  0.000143887    -0.123872 
     0.95526      0.00738  0.000295056 -5.26128e-05   -0.0181525 
     0.93671      0.01073  0.000209885 -3.85456e-05    0.0850366 
     0.91539       0.0147 -1.26809e-05  2.80134e-06    0.0672969 
     0.89155      0.01924           -0           -0    -0.220407 
     0.86543      0.02431           -0           -0   -0.0615254 
     0.83728      0.02981  5.14248e-05 -1.00632e-05    0.0399517 
     0.80738      0.03565 -1.55604e-05  3.00349e-06    -0.117993 
     0.77601      0.04169           -0           -0    -0.169659 
     0.74337       0.0477            0            0    0.0168832 
     0.70958      0.05354           -0           -0    -0.322956 
     0.67484       0.0592  2.21654e-05 -3.42872e-06    -0.188742 
     0.63934      0.06454  1.76945e-06 -1.97871e-07    -0.147461 
     0.60327      0.06949            0            0    -0.519093 
     0.56688      0.07399  1.38277e-05 -1.68687e-06    -0.190872 
     0.53032      0.07791 -1.12421e-05  1.14997e-06    -0.269063 
     0.49374      0.08125           -0           -0    -0.412288 
      0.4574      0.08391            0            0    -0.282399 
     0.42142      0.08584           -0           -0    -0.577378 
     0.38601      0.08706            0            0    -0.436574 
     0.35133      0.08749 -1.89021e-05 -1.71278e-08    -0.554984 
     0.31754      0.08713  2.33887e-07   7.4118e-09    -0.660987 
     0.28483      0.08599  -2.4868e-07 -9.94553e-09    -0.612518 
     0.25332      0.08404 -6.30053e-07 -3.23256e-08    -0.643101 
     0.22311      0.08132  1.81003e-07   1.6538e-08    -0.687644 
      0.1944      0.07787  2.46113e-06  3.14372e-07    -0.705462 
     0.16729       0.0737  4.15315e-09  6.96449e-10    -0.741815 
     0.14189      0.06891            0            0    -0.779429 
     0.11833      0.06352           -0           -0    -0.811249 
     0.09668       0.0576  2.00887e-06  5.96628e-07    -0.848919 
     0.07705      0.05125           -0           -0    -0.888723 
     0.05952      0.04455            0            0    -0.928418 
     0.04413      0.03761            0            0    -0.970433 
     0.03097      0.03054            0            0     -1.01417 
     0.02008      0.02346            0            0     -1.05138 
     0.01148      0.01655           -0           -0     -1.10834 
     0.00524      0.00998            0            0     -1.13537 
     0.00139      0.00398  0.000904237    0.0017313     -1.24903 
       7e-05     -0.00091            0            0     -1.22521 
     0.00214     -0.00493 -0.000567282  0.000621928     0.120525 
     0.00762     -0.00871           -0           -0     0.486249 
     0.01587     -0.01193            0            0     0.495203 
      0.0272     -0.01436           -0           -0     0.436279 
     0.04175      -0.0162            0            0     0.382564 
     0.05938     -0.01763  5.37297e-09 -3.23444e-10     0.337293 
     0.07995      -0.0187            0            0     0.301133 
     0.10333     -0.01944           -0           -0     0.271639 
     0.12935     -0.01989    2.294e-07 -2.84111e-09     0.247549 
     0.15784     -0.02009           -0           -0     0.227041 
     0.18857     -0.02006           -0           -0     0.209425 
     0.22132      -0.0198  7.51249e-08  8.71547e-10      0.19403 
      0.2559     -0.01927   3.0024e-07  5.66564e-09     0.181705 
     0.29218     -0.01849           -0           -0     0.172379 
     0.32993     -0.01757            0            0     0.164057 
     0.36889     -0.01656           -0           -0     0.156496 
     0.40878     -0.01551  5.75492e-05  1.50962e-06     0.149365 
     0.44933     -0.01445  1.58547e-07  4.13786e-09     0.142396 
     0.49021     -0.01338           -0           -0     0.135852 
     0.53116      -0.0123  7.64052e-06   2.0165e-07     0.129896 
     0.57188     -0.01123   5.8204e-06  1.52007e-07     0.124372 
     0.61212     -0.01018            0            0     0.119032 
      0.6516     -0.00914  7.03705e-07  1.85806e-08     0.114264 
     0.69009     -0.00813           -0           -0     0.109872 
     0.72734     -0.00716            0            0     0.105668 
     0.76303     -0.00622           -0           -0     0.101982 
     0.79681     -0.00533            0            0    0.0987569 
     0.82841      -0.0045           -0           -0    0.0955149 
     0.85793     -0.00373           -0           -0    0.0921163 
     0.88544     -0.00301  6.01164e-05  1.56728e-06     0.091173 
     0.91063     -0.00235            0            0    0.0863625 
     0.93322     -0.00175            0            0    0.0920382 
     0.95293     -0.00124  0.000787245   1.8131e-05    0.0854664 
     0.96949      -0.0008           -0           -0    0.0808562 
     0.98266     -0.00046  0.000703519  3.35076e-05     0.108544 
     0.99224      -0.0002 -1.98213e-06  1.22349e-06      0.11346 
     0.99805       -5e-05  -0.00046323  7.71777e-05    0.0687959 
           1            0            0            0    0.0380577 
