Variables = x, y, u, v, p

Zone, I=81, F=POINT
           1            0            0            0    0.0353996 
     0.99808      0.00023            0            0            0 
     0.99243      0.00104            0            0            0 
     0.98327      0.00251  -0.00568958  0.000992628    0.0733203 
     0.97083      0.00464  -0.00266704  0.000464584    -0.100162 
     0.95526      0.00738 -0.000139046  2.41654e-05     -0.22028 
     0.93671      0.01073   0.00013219 -2.41051e-05  -0.00756578 
     0.91539       0.0147  0.000141239  -2.7035e-05    0.0865896 
     0.89155      0.01924           -0           -0    0.0252335 
     0.86543      0.02431           -0           -0    -0.343061 
     0.83728      0.02981   6.9332e-05  -1.3668e-05   0.00567498 
     0.80738      0.03565  5.55276e-06 -1.06009e-06    0.0470413 
     0.77601      0.04169           -0           -0       -0.386 
     0.74337       0.0477            0            0    -0.032012 
     0.70958      0.05354           -0           -0    -0.116001 
     0.67484       0.0592 -1.96689e-05  3.00818e-06    -0.514493 
     0.63934      0.06454  1.32187e-05 -1.96308e-06    -0.111029 
     0.60327      0.06949            0            0     -0.22596 
     0.56688      0.07399  5.47463e-06 -5.78876e-07      -0.3628 
     0.53032      0.07791  1.57345e-05 -1.54298e-06    -0.229777 
     0.49374      0.08125           -0           -0    -0.560369 
      0.4574      0.08391            0            0    -0.346673 
     0.42142      0.08584           -0           -0    -0.390884 
     0.38601      0.08706            0            0    -0.724953 
     0.35133      0.08749  2.90719e-06 -1.03933e-07    -0.488555 
     0.31754      0.08713 -9.84317e-07 -2.65116e-08    -0.722042 
     0.28483      0.08599  1.75479e-07  4.04056e-09    -0.620814 
     0.25332      0.08404 -2.08813e-06 -1.16562e-07    -0.667709 
     0.22311      0.08132 -1.40185e-06 -9.42492e-08    -0.711835 
      0.1944      0.07787  2.87396e-06  3.68442e-07    -0.719731 
     0.16729       0.0737  4.05703e-09   6.8728e-10     -0.76044 
     0.14189      0.06891            0            0    -0.798465 
     0.11833      0.06352           -0           -0    -0.834527 
     0.09668       0.0576  1.96688e-06  5.84995e-07    -0.872804 
     0.07705      0.05125           -0           -0    -0.912094 
     0.05952      0.04455            0            0    -0.952003 
     0.04413      0.03761            0            0     -0.99447 
     0.03097      0.03054            0            0     -1.03877 
     0.02008      0.02346            0            0     -1.07675 
     0.01148      0.01655           -0           -0     -1.13478 
     0.00524      0.00998            0            0     -1.16314 
     0.00139      0.00398  0.000899587   0.00172278     -1.27958 
       7e-05     -0.00091            0            0      -1.2593 
     0.00214     -0.00493 -0.000570534  0.000625565    0.0943914 
     0.00762     -0.00871           -0           -0     0.463989 
     0.01587     -0.01193            0            0     0.474122 
      0.0272     -0.01436           -0           -0     0.415356 
     0.04175      -0.0162            0            0      0.36151 
     0.05938     -0.01763   5.3729e-09 -3.23441e-10     0.316018 
     0.07995      -0.0187            0            0     0.279592 
     0.10333     -0.01944           -0           -0     0.249815 
     0.12935     -0.01989  2.29663e-07 -2.84437e-09     0.225424 
     0.15784     -0.02009           -0           -0     0.204604 
     0.18857     -0.02006           -0           -0     0.186661 
     0.22132      -0.0198  7.52574e-08  8.73083e-10     0.170924 
      0.2559     -0.01927  3.00851e-07  5.67716e-09     0.158238 
     0.29218     -0.01849           -0           -0     0.148529 
     0.32993     -0.01757            0            0     0.139802 
     0.36889     -0.01656           -0           -0     0.131813 
     0.40878     -0.01551  5.77208e-05  1.51412e-06     0.124225 
     0.44933     -0.01445  1.59056e-07  4.15099e-09     0.116766 
     0.49021     -0.01338           -0           -0     0.109699 
     0.53116      -0.0123  7.67003e-06  2.02426e-07     0.103189 
     0.57188     -0.01123  5.84591e-06  1.52666e-07    0.0970585 
     0.61212     -0.01018            0            0    0.0910462 
      0.6516     -0.00914  7.07681e-07  1.86858e-08    0.0855548 
     0.69009     -0.00813           -0           -0    0.0803169 
     0.72734     -0.00716            0            0    0.0751601 
     0.76303     -0.00622           -0           -0    0.0704697 
     0.79681     -0.00533            0            0    0.0657654 
     0.82841      -0.0045           -0           -0    0.0613738 
     0.85793     -0.00373           -0           -0    0.0565325 
     0.88544     -0.00301  6.19312e-05  1.60579e-06    0.0530044 
     0.91063     -0.00235            0            0    0.0463679 
     0.93322     -0.00175            0            0    0.0555094 
     0.95293     -0.00124  0.000761259  2.53108e-05    0.0310289 
     0.96949      -0.0008           -0           -0    0.0522113 
     0.98266     -0.00046   0.00149957  2.15186e-05    0.0354908 
     0.99224      -0.0002  1.84801e-05 -3.71523e-07    0.0129342 
     0.99805       -5e-05  0.000689646 -8.92843e-05    0.0226146 
           1            0            0            0    0.0353996 
