Variables = x, y, u, v, w, p

Zone, I=81, F=POINT
           1            0            0            0            0    0.0909301 
     0.99808      0.00023            0            0            0            0 
     0.99243      0.00104            0            0            0            0 
     0.98327      0.00251  0.000211579 -8.58508e-06 -0.000393608    0.0737983 
     0.97083      0.00464 -6.51191e-05  1.17938e-05 -0.000590892    0.0328817 
     0.95526      0.00738  3.76857e-05 -7.32214e-06 -0.000206675    0.0129137 
     0.93671      0.01073  5.34747e-05 -9.56727e-06 -3.24401e-05     0.031822 
     0.91539       0.0147 -4.81209e-06  8.27675e-07  1.88266e-05     0.024757 
     0.89155      0.01924            0            0            0   -0.0589735 
     0.86543      0.02431            0            0            0    -0.125814 
     0.83728      0.02981  3.43615e-05 -6.71141e-06 -1.47481e-05   -0.0117149 
     0.80738      0.03565 -1.53057e-06  3.11328e-07  7.38302e-06    -0.178822 
     0.77601      0.04169            0            0            0    -0.173178 
     0.74337       0.0477            0            0            0    -0.223082 
     0.70958      0.05354            0            0            0    -0.155658 
     0.67484       0.0592  5.51689e-06  -9.0664e-07 -6.31428e-06    -0.174954 
     0.63934      0.06454 -6.07324e-06  8.47447e-07  2.17849e-06    -0.381834 
     0.60327      0.06949            0            0            0     -0.40313 
     0.56688      0.07399 -2.54475e-06  2.67265e-07  2.05128e-06    -0.327968 
     0.53032      0.07791  8.44942e-06 -8.84249e-07  3.27491e-06    -0.454269 
     0.49374      0.08125            0            0            0    -0.473623 
      0.4574      0.08391            0            0            0    -0.449547 
     0.42142      0.08584            0            0            0    -0.569659 
     0.38601      0.08706            0            0            0    -0.456353 
     0.35133      0.08749 -3.10291e-07  7.10379e-08  4.61626e-06    -0.626687 
     0.31754      0.08713  4.32668e-07  1.49123e-08 -2.65676e-07    -0.499638 
     0.28483      0.08599  9.66722e-08  1.40107e-08  9.22455e-08     -0.63881 
     0.25332      0.08404 -9.03415e-07 -1.60484e-07  4.78631e-07    -0.629039 
     0.22311      0.08132  7.51991e-06  6.61772e-07 -9.52665e-07    -0.740774 
      0.1944      0.07787  1.14352e-06  1.64776e-07  1.13617e-06    -0.771637 
     0.16729       0.0737  3.76195e-09  6.32897e-10  6.71759e-11     -0.80422 
     0.14189      0.06891            0            0            0    -0.836123 
     0.11833      0.06352            0            0            0    -0.871351 
     0.09668       0.0576  1.66976e-06  4.95062e-07   3.4427e-08    -0.912261 
     0.07705      0.05125            0            0            0    -0.958511 
     0.05952      0.04455            0            0            0     -1.00546 
     0.04413      0.03761            0            0            0     -1.05641 
     0.03097      0.03054            0            0            0      -1.1119 
     0.02008      0.02346            0            0            0     -1.16501 
     0.01148      0.01655            0            0            0     -1.24478 
     0.00524      0.00998            0            0            0     -1.30021 
     0.00139      0.00398   0.00080509   0.00154976 -2.53908e-08     -1.47494 
       7e-05     -0.00091            0            0            0     -1.53127 
     0.00214     -0.00493 -0.000641085  0.000704513  4.10252e-10  -0.00196238 
     0.00762     -0.00871            0            0            0     0.456442 
     0.01587     -0.01193            0            0            0     0.496944 
      0.0272     -0.01436            0            0            0     0.445655 
     0.04175      -0.0162            0            0            0     0.393554 
     0.05938     -0.01763  5.19933e-09  -3.1301e-10  5.57353e-14     0.347974 
     0.07995      -0.0187            0            0            0      0.31078 
     0.10333     -0.01944            0            0            0     0.280113 
     0.12935     -0.01989   2.2664e-07 -2.80666e-09  1.04565e-11     0.254832 
     0.15784     -0.02009            0            0            0     0.233237 
     0.18857     -0.02006            0            0            0     0.214628 
     0.22132      -0.0198  7.45877e-08  8.64936e-10  1.56415e-11     0.198336 
      0.2559     -0.01927  2.98468e-07  5.62954e-09  5.64935e-12      0.18515 
     0.29218     -0.01849            0            0            0     0.174983 
     0.32993     -0.01757            0            0            0     0.165907 
     0.36889     -0.01656            0            0            0     0.157664 
     0.40878     -0.01551  5.71008e-05  1.49749e-06 -3.16178e-08     0.149931 
     0.44933     -0.01445  1.57134e-07  4.10298e-09  -9.8014e-11     0.142457 
     0.49021     -0.01338            0            0            0     0.135429 
     0.53116      -0.0123  7.52469e-06  1.98731e-07 -2.49103e-09     0.129047 
     0.57188     -0.01123  5.70527e-06  1.49053e-07 -1.01691e-09     0.123099 
     0.61212     -0.01018            0            0            0     0.117424 
      0.6516     -0.00914  6.83794e-07  1.80526e-08 -6.97332e-10     0.112358 
     0.69009     -0.00813            0            0            0      0.10769 
     0.72734     -0.00716            0            0            0     0.103194 
     0.76303     -0.00622            0            0            0    0.0992874 
     0.79681     -0.00533            0            0            0    0.0960787 
     0.82841      -0.0045            0            0            0    0.0929187 
     0.85793     -0.00373            0            0            0    0.0897525 
     0.88544     -0.00301  5.05482e-05  1.31577e-06  1.93268e-07     0.088432 
     0.91063     -0.00235            0            0            0    0.0849549 
     0.93322     -0.00175            0            0            0    0.0807052 
     0.95293     -0.00124  0.000503549  1.37272e-05 -0.000114118    0.0901497 
     0.96949      -0.0008            0            0            0    0.0760209 
     0.98266     -0.00046  0.000675095  7.61391e-06  0.000250173    0.0717777 
     0.99224      -0.0002  9.74771e-06 -3.06911e-07 -5.63215e-06    0.0852076 
     0.99805       -5e-05   0.00043967 -4.00162e-05 -0.000624526     0.091512 
           1            0            0            0            0    0.0909301 
